$GNGGA,224518.000,4910.449101,N,12304.419720,W,4,37,0.47,1.0,M,-16.8,M,2.0,0569*67
$GNGGA,224518.100,4910.449199,N,12304.419849,W,4,37,0.47,1.0,M,-16.8,M,2.1,0569*66
$GNGGA,224518.200,4910.449299,N,12304.419969,W,4,37,0.47,1.0,M,-16.8,M,2.2,0569*66
$GNGGA,224518.300,4910.449401,N,12304.420099,W,4,37,0.47,1.0,M,-16.8,M,2.3,0569*6D
$GNGGA,224518.400,4910.449501,N,12304.420221,W,4,37,0.52,1.0,M,-16.8,M,1.4,0569*6A
$GNGGA,224518.500,4910.449604,N,12304.420345,W,4,37,0.52,1.0,M,-16.8,M,1.5,0569*6F
$GNGGA,224518.600,4910.449708,N,12304.420473,W,4,37,0.52,1.0,M,-16.8,M,1.6,0569*60
$GNGGA,224518.700,4910.449809,N,12304.420596,W,4,37,0.52,1.0,M,-16.8,M,1.7,0569*64
$GNGGA,224518.800,4910.449911,N,12304.420725,W,4,37,0.52,1.0,M,-16.8,M,1.8,0569*66
$GNGGA,224518.900,4910.450015,N,12304.420852,W,4,37,0.52,1.0,M,-16.8,M,1.9,0569*6C
$GNGGA,224519.000,4910.450118,N,12304.420976,W,4,37,0.52,1.0,M,-16.8,M,2.0,0569*65
$GNGGA,224519.100,4910.450224,N,12304.421101,W,4,37,0.52,1.0,M,-16.8,M,2.1,0569*60
$GNGGA,224519.200,4910.450329,N,12304.421222,W,4,37,0.52,1.0,M,-16.8,M,2.2,0569*6E
$GNGGA,224519.300,4910.450432,N,12304.421348,W,4,37,0.52,1.0,M,-16.8,M,2.3,0569*6E
$GNGGA,224519.400,4910.450538,N,12304.421471,W,4,37,0.53,1.0,M,-16.8,M,1.4,0569*6A
$GNGGA,224519.500,4910.450642,N,12304.421596,W,4,37,0.53,0.9,M,-16.8,M,1.5,0569*64
$GNGGA,224519.600,4910.450750,N,12304.421724,W,4,37,0.53,0.9,M,-16.8,M,1.6,0569*6D
$GNGGA,224519.700,4910.450860,N,12304.421848,W,4,37,0.53,0.9,M,-16.8,M,1.7,0569*64
$GNGGA,224519.800,4910.450968,N,12304.421971,W,4,37,0.53,0.9,M,-16.8,M,1.8,0569*66
